Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Mumbai, MH, India",11-04-2021 00:00,84.2,84.2,84.2,,85.7,0,,,4.7,40,,1.9,0,51.51,Clear
"Mumbai, MH, India",11-04-2021 01:00,84.2,84.2,84.2,,85.1,0,,,5.8,70,,1.9,0,48.36,Clear
"Mumbai, MH, India",11-04-2021 02:00,82.7,82.7,82.7,,83.9,0,,,2.9,,,1.5,27.9,51.84,Partially cloudy
"Mumbai, MH, India",11-04-2021 03:00,82.4,82.4,82.4,,83.4,0,,,4.7,60,,1.9,27.9,51.25,Partially cloudy
"Mumbai, MH, India",11-04-2021 04:00,84.2,84.2,84.2,,84.5,0,,,8.1,70,,1.9,27.9,45.38,Partially cloudy
"Mumbai, MH, India",11-04-2021 05:00,83,83,83,,83.7,0,,,0,,,1.5,57.1,49.05,Partially cloudy
"Mumbai, MH, India",11-04-2021 06:00,84.2,84.2,84.2,,84.5,0,,,6.9,90,,1.9,50,45.38,Partially cloudy
"Mumbai, MH, India",11-04-2021 07:00,84.2,84.2,84.2,,84.5,0,,,6.9,90,,1.9,50,45.38,Partially cloudy
"Mumbai, MH, India",11-04-2021 08:00,81.6,81.6,81.6,,84.6,0,,,1.1,39,,1.3,60.3,64.19,Partially cloudy
"Mumbai, MH, India",11-04-2021 09:00,87.2,87.2,87.2,,88.7,0,,,6.2,64,,1.9,61.9,46.74,Partially cloudy
"Mumbai, MH, India",11-04-2021 10:00,89.6,89.6,89.6,,91.2,0,,,5.8,81,,1.9,50,43.37,Partially cloudy
"Mumbai, MH, India",11-04-2021 11:00,90.1,90.1,90.1,,91.5,0,,,0,,,1.3,33.4,41.82,Partially cloudy
"Mumbai, MH, India",11-04-2021 12:00,92.7,92.7,92.7,,96.2,0,,,2.2,318,,2.1,50,42.69,Partially cloudy
"Mumbai, MH, India",11-04-2021 13:00,90.4,90.4,90.4,,94.7,0,,,9.2,273,,2.1,50,48.72,Partially cloudy
"Mumbai, MH, India",11-04-2021 14:00,90.3,90.3,90.3,,94.7,0,,,5.1,,,1.8,62,49.13,Partially cloudy
"Mumbai, MH, India",11-04-2021 15:00,88.5,88.5,88.5,,91.7,0,,,9.2,273,,2.1,50,49.76,Partially cloudy
"Mumbai, MH, India",11-04-2021 16:00,88.5,88.5,88.5,,91.7,0,,,9.2,307,,2.1,50,49.76,Partially cloudy
"Mumbai, MH, India",11-04-2021 17:00,84.1,84.1,84.1,,89.2,0,,,0,,,1.3,12.4,65.47,Clear
"Mumbai, MH, India",11-04-2021 18:00,87.8,87.8,87.8,,91.5,0,,,5.8,330,,1.9,27.9,52.02,Partially cloudy
"Mumbai, MH, India",11-04-2021 19:00,87.8,87.8,87.8,,90.3,0,,,8.1,340,,1.9,27.9,48.88,Partially cloudy
"Mumbai, MH, India",11-04-2021 20:00,85.3,85.3,85.3,,88,0,,,2,320,,1.5,10.4,54.16,Clear
"Mumbai, MH, India",11-04-2021 21:00,86,86,86,,89.4,0,,,3.4,80,,1.2,27.9,55.08,Partially cloudy
"Mumbai, MH, India",11-04-2021 22:00,84.2,84.2,84.2,,89.6,0,,,5.8,150,,1.2,50,65.98,Partially cloudy
"Mumbai, MH, India",11-04-2021 23:00,84,84,84,,89.4,0,,,0,0,,1.2,38.3,66.43,Partially cloudy
"Mumbai, MH, India",11-05-2021 00:00,82.4,82.4,82.4,,88.3,0,,,0,0,,1.2,50,74.3,Partially cloudy
"Mumbai, MH, India",11-05-2021 01:00,76.4,76.4,76.4,,,0,,,0,0,,1.2,27.9,85.1,Partially cloudy
"Mumbai, MH, India",11-05-2021 02:00,80.9,80.9,80.9,,85.3,0,,,0,,,1.2,10.4,74.67,Clear
"Mumbai, MH, India",11-05-2021 03:00,80.6,80.6,80.6,,84.6,0,,,4.7,100,,1.2,0,74.14,Clear
"Mumbai, MH, India",11-05-2021 04:00,82.4,82.4,82.4,,87.2,0,,,3.4,100,,1.2,0,69.92,Clear
"Mumbai, MH, India",11-05-2021 05:00,80.6,80.6,80.6,,85,0,,,2,40,,1.2,30,76.28,Partially cloudy
"Mumbai, MH, India",11-05-2021 06:00,82.4,82.4,82.4,,87.2,0,,,4.7,100,,1.2,27.9,69.92,Partially cloudy
"Mumbai, MH, India",11-05-2021 07:00,84.2,84.2,84.2,,88.5,0,,,5.8,90,,1.2,50,62.06,Partially cloudy
"Mumbai, MH, India",11-05-2021 08:00,81.5,81.5,81.5,,87.5,0,,,1.1,84,,1.3,29.9,79.35,Partially cloudy
"Mumbai, MH, India",11-05-2021 09:00,89.6,89.6,89.6,,94.8,0,,,6.9,114,,2.1,0,52.26,Clear
"Mumbai, MH, India",11-05-2021 10:00,91.4,91.4,91.4,,97.5,0,,,9.5,117,,2.1,0,50.36,Clear
"Mumbai, MH, India",11-05-2021 11:00,93,93,93,,99.2,0,,,6.4,113,,2,40,47.24,Partially cloudy
"Mumbai, MH, India",11-05-2021 12:00,93.2,93.2,93.2,,98.7,0,,,6.2,166,,2.7,27.9,45.81,Partially cloudy
"Mumbai, MH, India",11-05-2021 13:00,92.7,92.7,92.7,,100.8,0,,,6.9,198,,2.7,50,51.16,Partially cloudy
"Mumbai, MH, India",11-05-2021 14:00,92.5,92.5,92.5,,104,0,,,6.8,311,,1.8,54,57.21,Partially cloudy
"Mumbai, MH, India",11-05-2021 15:00,90.3,90.3,90.3,,101,0,,,10,266,,2.3,50,61.19,Partially cloudy
"Mumbai, MH, India",11-05-2021 16:00,89,89,89,,97.3,0,,,8.1,280,,2.3,34.9,59.89,Partially cloudy
"Mumbai, MH, India",11-05-2021 17:00,86.4,86.4,86.4,,99.3,0,,,2.9,317,,1.4,29.9,76.55,Partially cloudy
"Mumbai, MH, India",11-05-2021 18:00,86,86,86,,95.2,0,,,8.1,300,,1.9,0,70.29,Clear
"Mumbai, MH, India",11-05-2021 19:00,87.8,87.8,87.8,,95.9,0,,,9.2,340,,1.9,0,62.5,Clear
"Mumbai, MH, India",11-05-2021 20:00,86.6,86.6,86.6,,92.7,0,,,2.4,70,,1.5,50,61.44,Partially cloudy
"Mumbai, MH, India",11-05-2021 21:00,86,86,86,,93.5,0,,,6.9,150,,1.9,50,66.18,Partially cloudy
"Mumbai, MH, India",11-05-2021 22:00,84.2,84.2,84.2,,91,0,,,4.7,170,,1.9,50,70.11,Partially cloudy
"Mumbai, MH, India",11-05-2021 23:00,83,83,83,,88.4,0,,,4.8,102,,1.5,89.2,69.77,Overcast
"Mumbai, MH, India",11-06-2021 00:00,80.6,80.6,80.6,,85.4,0,,,4.7,130,,1.9,89.2,78.78,Overcast
"Mumbai, MH, India",11-06-2021 01:00,80.6,80.6,80.6,,85.4,0,,,4.7,60,,1.9,89.2,78.78,Overcast
"Mumbai, MH, India",11-06-2021 02:00,80.2,80.2,80.2,,84.4,0,,,0,,,1.5,89.2,78.47,Overcast
"Mumbai, MH, India",11-06-2021 03:00,80.6,80.6,80.6,,86.2,0,,,3.4,130,,1.9,89.2,83.68,Overcast
