Area,Epoch Time,Time,Temp in C,Temp in F,Is_Day,Condition,Icon,Code,Wind Speed(mph),Wind Speed(kph),Wind Degree,Wind Direction,Pressure in MB,Pressure in IN,Precipitation in MM,Precipitation in IN,Humidity,Cloud,FeelsLike in C,FeelsLike in F,Windchill in C,Windchill in F,HeatIndex in C,HeatIndex in F,Dewpoint in C,Dewpoint in F,Will_it_rain,Chance_of_rain,Will_it_snow,Chance _of_snow,Visibility in KM,Visibility in Miles,Gust in Mph,Gust in Kph
Lucknow,1636569000,11/11/2021 0:00,20.6,69.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.6,2.5,50,NE,1012,29.9,0,0,47,0,20.6,69.1,20.6,69.1,20.6,69.1,8.8,47.8,0,0,0,0,10,6,3.4,5.4
Lucknow,1636572600,11/11/2021 1:00,20.2,68.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.9,3.1,42,NE,1012,29.89,0,0,48,0,20.2,68.4,20.2,68.4,20.2,68.4,8.9,48,0,0,0,0,10,6,4.1,6.6
Lucknow,1636576200,11/11/2021 2:00,19.8,67.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.3,3.7,34,NE,1012,29.88,0,0,50,0,19.8,67.6,19.8,67.6,19.8,67.6,9,48.2,0,0,0,0,10,6,4.8,7.8
Lucknow,1636579800,11/11/2021 3:00,19.4,66.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.7,4.3,26,NNE,1012,29.88,0,0,51,0,19.4,66.9,19.4,66.9,19.4,66.9,9.1,48.4,0,0,0,0,10,6,5.6,9
Lucknow,1636583400,11/11/2021 4:00,19.1,66.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.3,3.7,49,NE,1012,29.89,0,0,52,0,19.1,66.3,19.1,66.3,19.1,66.3,9.2,48.5,0,0,0,0,10,6,4.8,7.8
Lucknow,1636587000,11/11/2021 5:00,18.7,65.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.9,3.1,73,ENE,1012,29.9,0,0,54,0,18.7,65.7,18.7,65.7,18.7,65.7,9.2,48.6,0,0,0,0,10,6,4.1,6.6
Lucknow,1636590600,11/11/2021 6:00,18.4,65.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.6,2.5,96,E,1013,29.91,0,0,55,0,18.4,65.1,18.4,65.1,18.4,65.1,9.3,48.7,0,0,0,0,10,6,3.4,5.4
Lucknow,1636594200,11/11/2021 7:00,20.2,68.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.1,3.4,108,ESE,1013,29.92,0,0,51,0,20.2,68.4,20.2,68.4,20.5,69,9.5,49.2,0,0,0,0,10,6,3.5,5.6
Lucknow,1636597800,11/11/2021 8:00,22,71.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.6,4.2,119,ESE,1014,29.94,0,0,46,0,22,71.6,22,71.6,22.7,72.8,9.8,49.6,0,0,0,0,10,6,3.7,5.9
Lucknow,1636601400,11/11/2021 9:00,23.8,74.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,3.1,5,131,SE,1014,29.95,0,0,42,0,24.8,76.6,23.8,74.8,24.8,76.6,10,50,0,0,0,0,10,6,3.8,6.1
Lucknow,1636605000,11/11/2021 10:00,26.1,78.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.6,4.2,126,SE,1013,29.92,0,0,37,0,26.3,79.4,26.1,78.9,26.3,79.4,10.2,50.4,0,0,0,0,10,6,3.1,5
Lucknow,1636608600,11/11/2021 11:00,28.3,83,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.1,3.4,121,ESE,1013,29.9,0,0,33,0,27.9,82.2,28.3,83,27.9,82.2,10.4,50.7,0,0,0,0,10,6,2.5,4
Lucknow,1636612200,11/11/2021 12:00,30.6,87.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.6,2.5,115,ESE,1012,29.88,0,0,29,0,29.4,84.9,30.6,87.1,29.4,84.9,10.6,51.1,0,0,0,0,10,6,1.8,2.9
Lucknow,1636615800,11/11/2021 13:00,30.7,87.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.6,2.6,196,SSW,1011,29.85,0,0,28,0,29.4,85,30.7,87.3,29.4,85,10.3,50.5,0,0,0,0,10,6,1.9,3
Lucknow,1636619400,11/11/2021 14:00,30.8,87.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.7,2.8,277,W,1010,29.83,0,0,28,0,29.5,85,30.8,87.4,29.5,85,9.9,49.9,0,0,0,0,10,6,1.9,3.1
Lucknow,1636623000,11/11/2021 15:00,30.9,87.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.8,2.9,357,N,1010,29.81,0,0,27,0,29.5,85.1,30.9,87.6,29.5,85.1,9.6,49.3,0,0,0,0,10,6,2,3.2
Lucknow,1636626600,11/11/2021 16:00,29.3,84.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.3,2.2,278,W,1010,29.82,0,0,31,0,28.4,83.1,29.3,84.8,28.4,83.1,10.1,50.1,0,0,0,0,10,6,1.6,2.5
Lucknow,1636630200,11/11/2021 17:00,27.8,82,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.9,1.4,200,SSW,1010,29.83,0,0,35,0,27.2,81,27.8,82,27.2,81,10.5,51,0,0,0,0,10,6,1.1,1.8
Lucknow,1636633800,11/11/2021 18:00,26.2,79.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.4,0.7,121,ESE,1010,29.84,0,0,39,0,26.1,79,26.2,79.2,26.1,79,11,51.8,0,0,0,0,10,6,0.7,1.1
Lucknow,1636637400,11/11/2021 19:00,24.8,76.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.1,1.8,141,SE,1011,29.85,0,0,40,0,25.4,77.8,24.8,76.6,25.4,77.8,10.1,50.2,0,0,0,0,10,6,2.2,3.5
Lucknow,1636641000,11/11/2021 20:00,23.4,74.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.8,2.9,162,SSE,1012,29.87,0,0,41,0,24.8,76.6,23.4,74.1,24.8,76.6,9.3,48.7,0,0,0,0,10,6,3.7,5.9
Lucknow,1636644600,11/11/2021 21:00,22,71.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.5,4,182,S,1012,29.89,0,0,42,0,24.1,75.4,22,71.6,24.1,75.4,8.4,47.1,0,0,0,0,10,6,5.1,8.3
Lucknow,1636648200,11/11/2021 22:00,21.6,70.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.1,3.4,147,SSE,1012,29.89,0,0,43,0,21.6,70.8,21.6,70.8,23,73.3,8.4,47.1,0,0,0,0,10,6,4.4,7.1
Lucknow,1636651800,11/11/2021 23:00,21.1,70,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.7,2.8,111,ESE,1012,29.89,0,0,44,0,21.1,70,21.1,70,21.8,71.3,8.4,47.1,0,0,0,0,10,6,3.7,5.9
Lucknow,1636655400,11/12/2021 0:00,20.7,69.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.3,2.2,76,ENE,1012,29.89,0,0,45,0,20.7,69.3,20.7,69.3,20.7,69.3,8.4,47.1,0,0,0,0,10,6,2.9,4.7
Lucknow,1636659000,11/12/2021 1:00,20.3,68.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.9,3,51,NE,1012,29.88,0,0,46,0,20.3,68.5,20.3,68.5,20.3,68.5,8.4,47.2,0,0,0,0,10,6,4,6.4
Lucknow,1636662600,11/12/2021 2:00,19.9,67.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.4,3.8,26,NNE,1012,29.88,0,0,48,0,19.9,67.8,19.9,67.8,19.9,67.8,8.5,47.2,0,0,0,0,10,6,5,8
Lucknow,1636666200,11/12/2021 3:00,19.5,67.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.9,4.7,2,N,1012,29.87,0,0,49,0,19.5,67.1,19.5,67.1,19.5,67.1,8.5,47.3,0,0,0,0,10,6,6,9.7
Lucknow,1636669800,11/12/2021 4:00,19.3,66.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.4,3.8,118,ESE,1012,29.88,0,0,50,0,19.3,66.7,19.3,66.7,19.3,66.7,8.6,47.5,0,0,0,0,10,6,5,8
Lucknow,1636673400,11/12/2021 5:00,19,66.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.9,3,234,SW,1012,29.89,0,0,51,0,19,66.3,19,66.3,19,66.3,8.7,47.7,0,0,0,0,10,6,4,6.4
Lucknow,1636677000,11/12/2021 6:00,18.8,65.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.3,2.2,351,N,1013,29.91,0,0,52,0,18.8,65.8,18.8,65.8,18.8,65.8,8.8,47.8,0,0,0,0,10,6,2.9,4.7
Lucknow,1636680600,11/12/2021 7:00,20.3,68.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1,1.7,315,NW,1013,29.93,0,0,49,0,20.3,68.6,20.3,68.6,20.7,69.3,9.1,48.4,0,0,0,0,10,6,2.1,3.4
Lucknow,1636684200,11/12/2021 8:00,21.9,71.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.7,1.2,280,W,1014,29.95,0,0,45,0,21.9,71.4,21.9,71.4,22.7,72.8,9.4,48.9,0,0,0,0,10,6,1.3,2
Lucknow,1636687800,11/12/2021 9:00,23.4,74.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.4,0.7,244,WSW,1015,29.97,0,0,42,0,24.6,76.3,23.4,74.1,24.6,76.3,9.7,49.5,0,0,0,0,10,6,0.4,0.7
Lucknow,1636691400,11/12/2021 10:00,25.6,78.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.9,1.4,248,WSW,1014,29.95,0,0,38,0,26.1,79,25.6,78.1,26.1,79,10.2,50.4,0,0,0,0,10,6,1,1.6
Lucknow,1636695000,11/12/2021 11:00,27.9,82.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.3,2.2,251,WSW,1013,29.92,0,0,35,0,27.7,81.8,27.9,82.2,27.7,81.8,10.8,51.4,0,0,0,0,10,6,1.5,2.4
Lucknow,1636698600,11/12/2021 12:00,30.1,86.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.8,2.9,255,WSW,1012,29.9,0,0,31,0,29.2,84.6,30.1,86.2,29.2,84.6,11.3,52.3,0,0,0,0,10,6,2,3.2
Lucknow,1636702200,11/12/2021 13:00,30.1,86.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.8,4.4,273,W,1012,29.88,0,0,31,0,29.2,84.5,30.1,86.2,29.2,84.5,11,51.9,0,0,0,0,10,6,3.1,5
Lucknow,1636705800,11/12/2021 14:00,30.2,86.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,3.7,6,291,WNW,1011,29.86,0,0,30,0,29.1,84.4,30.2,86.3,29.1,84.4,10.8,51.4,0,0,0,0,10,6,4.3,6.8
Lucknow,1636709400,11/12/2021 15:00,30.2,86.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.7,7.6,309,NW,1011,29.85,0,0,30,0,29.1,84.4,30.2,86.4,29.1,84.4,10.5,50.9,0,0,0,0,10,6,5.4,8.6
Lucknow,1636713000,11/12/2021 16:00,28.8,83.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5,8,316,NW,1011,29.86,0,0,33,0,28.1,82.6,28.8,83.8,28.1,82.6,10.9,51.6,0,0,0,0,10,6,5.9,9.5
Lucknow,1636716600,11/12/2021 17:00,27.4,81.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.3,8.5,323,NW,1012,29.87,0,0,37,0,27.1,80.8,27.4,81.3,27.1,80.8,11.3,52.3,0,0,0,0,10,6,6.4,10.3
Lucknow,1636720200,11/12/2021 18:00,26,78.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,5.6,9,330,NNW,1012,29.88,0,0,41,0,26.1,79,26,78.8,26.1,79,11.7,53.1,0,0,0,0,10,6,6.9,11.2
Lucknow,1636723800,11/12/2021 19:00,24.5,76.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.7,7.6,335,NNW,1012,29.9,0,0,42,0,25.5,77.8,24.5,76.2,25.5,77.8,10.9,51.7,0,0,0,0,10,6,6.6,10.7
Lucknow,1636727400,11/12/2021 20:00,23.1,73.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.8,6.1,340,NNW,1013,29.91,0,0,44,0,24.8,76.7,23.1,73.5,24.8,76.7,10.2,50.3,0,0,0,0,10,6,6.3,10.2
Lucknow,1636731000,11/12/2021 21:00,21.6,70.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.9,4.7,345,NNW,1013,29.92,0,0,46,0,21.6,70.9,21.6,70.9,24.2,75.6,9.4,48.9,0,0,0,0,10,6,6,9.7
Lucknow,1636734600,11/12/2021 22:00,21.2,70.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.1,4.9,332,NNW,1013,29.92,0,0,45,0,21.2,70.2,21.2,70.2,23,73.3,8.9,48.1,0,0,0,0,10,6,6.3,10.2
Lucknow,1636738200,11/12/2021 23:00,20.9,69.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.2,5.2,319,NW,1013,29.91,0,0,45,0,20.9,69.6,20.9,69.6,21.7,71.1,8.5,47.2,0,0,0,0,10,6,6.6,10.7
Lucknow,1636741800,11/13/2021 0:00,20.5,68.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.4,5.4,306,NW,1013,29.91,0,0,44,0,20.5,68.9,20.5,68.9,20.5,68.9,8,46.4,0,0,0,0,10,6,6.9,11.2
Lucknow,1636745400,11/13/2021 1:00,20,68.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.3,5.3,310,NW,1013,29.9,0,0,46,0,20,68.1,20,68.1,20,68.1,8.1,46.5,0,0,0,0,10,6,6.8,10.9
Lucknow,1636749000,11/13/2021 2:00,19.6,67.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.2,5.2,313,NW,1012,29.9,0,0,47,0,19.6,67.2,19.6,67.2,19.6,67.2,8.1,46.6,0,0,0,0,10,6,6.6,10.7
Lucknow,1636752600,11/13/2021 3:00,19.1,66.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.1,5,316,NW,1012,29.89,0,0,49,0,19.1,66.4,19.1,66.4,19.1,66.4,8.2,46.8,0,0,0,0,10,6,6.5,10.4
Lucknow,1636756200,11/13/2021 4:00,18.7,65.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.3,3.7,314,NW,1013,29.91,0,0,51,0,18.7,65.7,18.7,65.7,18.7,65.7,8.3,46.9,0,0,0,0,10,6,4.8,7.7
Lucknow,1636759800,11/13/2021 5:00,18.4,65.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.5,2.4,312,NW,1013,29.92,0,0,52,0,18.4,65.1,18.4,65.1,18.4,65.1,8.4,47.1,0,0,0,0,10,6,3.1,4.9
Lucknow,1636763400,11/13/2021 6:00,18,64.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.7,1.1,309,NW,1014,29.93,0,0,54,0,18,64.4,18,64.4,18,64.4,8.5,47.3,0,0,0,0,10,6,1.3,2.2
Lucknow,1636767000,11/13/2021 7:00,19.8,67.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.3,2.2,298,WNW,1014,29.95,0,0,49,0,19.8,67.7,19.8,67.7,20.2,68.4,8.8,47.8,0,0,0,0,10,6,1.9,3.1
Lucknow,1636770600,11/13/2021 8:00,21.7,71,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2,3.2,287,WNW,1015,29.96,0,0,45,0,21.7,71,21.7,71,22.4,72.3,9.1,48.4,0,0,0,0,10,6,2.5,4.1
Lucknow,1636774200,11/13/2021 9:00,23.5,74.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.7,4.3,275,W,1015,29.98,0,0,41,0,24.6,76.3,23.5,74.3,24.6,76.3,9.4,48.9,0,0,0,0,10,6,3.1,5
Lucknow,1636777800,11/13/2021 10:00,25.7,78.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,3.7,6,284,WNW,1014,29.95,0,0,36,0,26,78.8,25.7,78.3,26,78.8,9.4,48.9,0,0,0,0,10,6,4.3,7
Lucknow,1636781400,11/13/2021 11:00,28,82.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.8,7.7,292,WNW,1013,29.92,0,0,32,0,27.4,81.3,28,82.3,27.4,81.3,9.3,48.8,0,0,0,0,10,6,5.5,8.9
Lucknow,1636785000,11/13/2021 12:00,30.2,86.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.8,9.4,301,WNW,1012,29.89,0,0,27,0,28.8,83.8,30.2,86.4,28.8,83.8,9.3,48.7,0,0,0,0,10,6,6.7,10.8
Lucknow,1636788600,11/13/2021 13:00,30.3,86.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.2,10,306,NW,1012,29.87,0,0,27,0,28.9,84,30.3,86.5,28.9,84,9.3,48.7,0,0,0,0,10,6,7.2,11.5
Lucknow,1636792200,11/13/2021 14:00,30.4,86.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.6,10.6,312,NW,1011,29.85,0,0,27,0,29,84.2,30.4,86.7,29,84.2,9.2,48.6,0,0,0,0,10,6,7.6,12.2
Lucknow,1636795800,11/13/2021 15:00,30.5,86.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6.9,11.2,318,NW,1010,29.83,0,0,27,0,29.1,84.4,30.5,86.9,29.1,84.4,9.2,48.6,0,0,0,0,10,6,8.1,13
Lucknow,1636799400,11/13/2021 16:00,28.9,84.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,6,9.6,322,NW,1010,29.84,0,0,30,0,28,82.3,28.9,84.1,28,82.3,9.5,49,0,0,0,0,10,6,7.2,11.6
Lucknow,1636803000,11/13/2021 17:00,27.4,81.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5,8,327,NNW,1011,29.84,0,0,34,0,26.8,80.3,27.4,81.3,26.8,80.3,9.7,49.5,0,0,0,0,10,6,6.4,10.3
Lucknow,1636806600,11/13/2021 18:00,25.8,78.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4,6.5,331,NNW,1011,29.85,0,0,37,0,25.7,78.3,25.8,78.4,25.7,78.3,10,50,0,0,0,0,10,6,5.6,9
Lucknow,1636810200,11/13/2021 19:00,24.3,75.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.9,6.2,332,NNW,1011,29.86,0,0,38,0,25.1,77.2,24.3,75.7,25.1,77.2,9.1,48.4,0,0,0,0,10,6,6.3,10.1
Lucknow,1636813800,11/13/2021 20:00,22.7,72.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.7,6,332,NNW,1012,29.87,0,0,39,0,24.5,76.1,22.7,72.9,24.5,76.1,8.2,46.8,0,0,0,0,10,6,6.9,11.2
Lucknow,1636817400,11/13/2021 21:00,21.2,70.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.6,5.8,332,NNW,1012,29.88,0,0,41,0,21.2,70.2,21.2,70.2,23.9,75,7.3,45.1,0,0,0,0,10,6,7.6,12.2
Lucknow,1636821000,11/13/2021 22:00,20.8,69.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.5,4.1,236,WSW,1012,29.89,0,0,41,0,20.8,69.4,20.8,69.4,22.6,72.6,7.2,45,0,0,0,0,10,6,5.4,8.6
Lucknow,1636824600,11/13/2021 23:00,20.3,68.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.5,2.4,141,SE,1012,29.89,0,0,42,0,20.3,68.6,20.3,68.6,21.2,70.2,7.1,44.8,0,0,0,0,10,6,3.1,5
Lucknow,1636828200,11/14/2021 0:00,19.9,67.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.4,0.7,45,NE,1012,29.89,0,0,43,0,19.9,67.8,19.9,67.8,19.9,67.8,7,44.6,0,0,0,0,10,6,0.9,1.4
Lucknow,1636831800,11/14/2021 1:00,19.5,67.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.5,0.8,130,SE,1012,29.89,0,0,44,0,19.5,67.1,19.5,67.1,19.5,67.1,6.9,44.5,0,0,0,0,10,6,1,1.7
Lucknow,1636835400,11/14/2021 2:00,19.1,66.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.6,1,215,SW,1012,29.88,0,0,45,0,19.1,66.4,19.1,66.4,19.1,66.4,6.9,44.4,0,0,0,0,10,6,1.2,1.9
Lucknow,1636839000,11/14/2021 3:00,18.7,65.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,0.7,1.1,300,WNW,1012,29.88,0,0,46,0,18.7,65.7,18.7,65.7,18.7,65.7,6.8,44.2,0,0,0,0,10,6,1.3,2.2
Lucknow,1636842600,11/14/2021 4:00,18.4,65.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1,1.7,204,SSW,1012,29.9,0,0,47,0,18.4,65.1,18.4,65.1,18.4,65.1,6.8,44.3,0,0,0,0,10,6,2.2,3.5
Lucknow,1636846200,11/14/2021 5:00,18,64.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.4,2.3,108,ESE,1013,29.91,0,0,48,0,18,64.5,18,64.5,18,64.5,6.9,44.4,0,0,0,0,10,6,3,4.8
Lucknow,1636849800,11/14/2021 6:00,17.7,63.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,1.8,2.9,12,NNE,1014,29.93,0,0,49,0,17.7,63.9,17.7,63.9,17.7,63.9,6.9,44.4,0,0,0,0,10,6,3.8,6.1
Lucknow,1636853400,11/14/2021 7:00,19.6,67.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.5,2.4,27,NNE,1014,29.95,0,0,45,0,19.6,67.2,19.6,67.2,19.9,67.8,7.2,45,0,0,0,0,10,6,2.9,4.7
Lucknow,1636857000,11/14/2021 8:00,21.4,70.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.2,1.9,42,NE,1015,29.96,0,0,41,0,21.4,70.6,21.4,70.6,22.1,71.8,7.5,45.5,0,0,0,0,10,6,2,3.2
Lucknow,1636860600,11/14/2021 9:00,23.3,73.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,0.9,1.4,56,ENE,1015,29.98,0,0,37,0,24.3,75.7,23.3,73.9,24.3,75.7,7.8,46,0,0,0,0,10,6,1.1,1.8
Lucknow,1636864200,11/14/2021 10:00,25.6,78,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.2,1.9,128,SE,1014,29.95,0,0,32,0,25.6,78.1,25.6,78,25.6,78.1,7.5,45.5,0,0,0,0,10,6,1.4,2.3
Lucknow,1636867800,11/14/2021 11:00,27.8,82.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.5,2.4,200,SSW,1013,29.92,0,0,28,0,26.9,80.4,27.8,82.1,26.9,80.4,7.2,45,0,0,0,0,10,6,1.7,2.8
Lucknow,1636871400,11/14/2021 12:00,30.1,86.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,1.8,2.9,272,W,1012,29.9,0,0,23,0,28.2,82.8,30.1,86.2,28.2,82.8,6.9,44.4,0,0,0,0,10,6,2,3.2
Lucknow,1636875000,11/14/2021 13:00,30.2,86.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,2.7,4.3,281,WNW,1012,29.87,0,0,23,0,28.2,82.8,30.2,86.3,28.2,82.8,6.5,43.8,0,0,0,0,10,6,3.1,4.9
Lucknow,1636878600,11/14/2021 14:00,30.2,86.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,3.6,5.8,290,WNW,1011,29.85,0,0,22,0,28.2,82.8,30.2,86.4,28.2,82.8,6.2,43.1,0,0,0,0,10,6,4.1,6.6
Lucknow,1636882200,11/14/2021 15:00,30.3,86.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.5,7.2,300,WNW,1010,29.83,0,0,21,0,28.2,82.8,30.3,86.5,28.2,82.8,5.8,42.4,0,0,0,0,10,6,5.1,8.3
Lucknow,1636885800,11/14/2021 16:00,28.7,83.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.4,7.1,307,NW,1010,29.83,0,0,25,0,27.1,80.8,28.7,83.6,27.1,80.8,6.2,43.2,0,0,0,0,10,6,5.4,8.6
Lucknow,1636889400,11/14/2021 17:00,27,80.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,4.3,7,315,NW,1010,29.84,0,0,28,0,26.1,78.9,27,80.7,26.1,78.9,6.6,43.9,0,0,0,0,10,6,5.6,9
Lucknow,1636893000,11/14/2021 18:00,25.4,77.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.3,6.8,322,NW,1011,29.84,0,0,31,0,25,77,25.4,77.7,25,77,7,44.6,0,0,0,0,10,6,5.8,9.4
Lucknow,1636896600,11/14/2021 19:00,23.9,75,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.1,6.6,323,NW,1011,29.85,0,0,32,0,23.6,74.5,23.9,75,23.6,74.5,6.3,43.3,0,0,0,0,10,6,6.6,10.6
Lucknow,1636900200,11/14/2021 20:00,22.4,72.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4,6.4,323,NW,1011,29.86,0,0,34,0,22.3,72.1,22.4,72.3,22.3,72.1,5.5,42,0,0,0,0,10,6,7.3,11.8
Lucknow,1636903800,11/14/2021 21:00,20.9,69.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.8,6.1,323,NW,1012,29.88,0,0,35,0,20.9,69.6,20.9,69.6,20.9,69.6,4.8,40.6,0,0,0,0,10,6,8.1,13
Lucknow,1636907400,11/14/2021 22:00,20.4,68.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.7,5.9,320,NW,1012,29.87,0,0,38,0,20.4,68.7,20.4,68.7,20.4,68.7,5.6,42,0,0,0,0,10,6,7.7,12.4
Lucknow,1636911000,11/14/2021 23:00,19.9,67.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,3.5,5.6,317,NW,1012,29.87,0,0,41,0,19.9,67.8,19.9,67.8,19.9,67.8,6.3,43.4,0,0,0,0,10,6,7.3,11.8
