"Date","Day","Time","City","CurrentTemperature","TemperatureFeelsLike","MinimumTemperature","MaximumTemperature","CurrentPressure","CurrentHumidity","WindSpeed","Weather","WeatherDescription"
"10 Nov 2021","Wednesday","16:40:56","Muscat",28.16,28.04,28.16,28.16,1014,43,2.36,"Clear","clear sky"
"10 Nov 2021","Wednesday","18:16:10","Muscat",27.16,27.23,27.16,27.16,1014,44,2.36,"Clear","clear sky"
"10 Nov 2021","Wednesday","18:50:20","Muscat",27.16,27.4,27.16,27.16,1015,47,2.49,"Clear","clear sky"
"10 Nov 2021","Wednesday","19:50:20","Muscat",27.16,27.52,27.16,27.16,1014,49,2.83,"Clear","clear sky"
"10 Nov 2021","Wednesday","20:59:13","Muscat",25.83,25.76,25.83,25.83,1014,50,2.69,"Clear","clear sky"
"10 Nov 2021","Wednesday","21:59:16","Muscat",25.67,25.61,25.67,25.67,1014,51,2.1,"Clear","clear sky"
"11 Nov 2021","Thursday","03:06:12","Muscat",25.25,24.99,25.25,25.25,1013,45,1.06,"Clear","clear sky"
"11 Nov 2021","Thursday","03:09:13","Muscat",22.16,21.57,22.16,22.16,1013,44,0.75,"Clear","clear sky"
"11 Nov 2021","Thursday","03:17:13","Muscat",22.16,21.59,22.16,22.16,1013,45,1.06,"Clear","clear sky"
"11 Nov 2021","Thursday","04:03:04","Muscat",23.16,22.74,23.16,23.16,1014,47,1.94,"Clear","clear sky"
"11 Nov 2021","Thursday","04:03:30","Muscat",23.16,22.74,23.16,23.16,1014,47,1.94,"Clear","clear sky"
"11 Nov 2021","Thursday","04:05:04","Muscat",23.16,22.74,23.16,23.16,1014,47,1.94,"Clear","clear sky"
"11 Nov 2021","Thursday","04:07:04","Muscat",23.16,22.74,23.16,23.16,1014,47,1.94,"Clear","clear sky"
"11 Nov 2021","Thursday","04:57:40","Muscat",24.76,24.53,24.76,24.76,1014,48,1.54,"Clear","clear sky"
"11 Nov 2021","Thursday","05:00:03","Muscat",24.76,24.53,24.76,24.76,1014,48,1.54,"Clear","clear sky"
"11 Nov 2021","Thursday","06:03:04","Muscat",25.35,25.15,25.35,25.35,1015,47,0.84,"Clear","clear sky"
"11 Nov 2021","Thursday","06:06:02","Muscat",22.16,21.64,22.16,22.16,1015,47,0.84,"Clear","clear sky"
"11 Nov 2021","Thursday","06:08:03","Muscat",25.35,25.15,25.35,25.35,1015,47,0.84,"Clear","clear sky"
"11 Nov 2021","Thursday","06:13:04","Muscat",22.16,21.64,22.16,22.16,1015,47,0.84,"Clear","clear sky"
"11 Nov 2021","Thursday","06:20:04","Muscat",22.16,21.64,22.16,22.16,1015,47,0.84,"Clear","clear sky"
"11 Nov 2021","Thursday","06:50:05","Muscat",22.16,21.57,22.16,22.16,1015,44,0.71,"Clear","clear sky"
"11 Nov 2021","Thursday","07:20:06","Muscat",26.16,26.16,26.16,26.16,1015,44,0.71,"Clear","clear sky"
"11 Nov 2021","Thursday","07:50:09","Muscat",26.16,26.16,26.16,26.16,1016,43,1.21,"Clear","clear sky"
"11 Nov 2021","Thursday","08:27:56","Muscat",28.16,28.04,28.16,28.16,1016,43,1.21,"Clear","clear sky"
"11 Nov 2021","Thursday","09:18:05","Muscat",28.16,27.89,28.16,28.16,1016,41,1.95,"Clear","clear sky"
"11 Nov 2021","Thursday","09:48:04","Muscat",28.16,27.82,28.16,28.16,1015,40,2.52,"Clear","clear sky"
"11 Nov 2021","Thursday","10:18:04","Muscat",28.16,27.82,28.16,28.16,1015,40,2.52,"Clear","clear sky"
"11 Nov 2021","Thursday","10:48:06","Muscat",28.16,27.82,28.16,28.16,1014,40,3.07,"Clear","clear sky"
"11 Nov 2021","Thursday","11:18:03","Muscat",29.16,28.77,29.16,29.16,1014,40,3.07,"Clear","clear sky"
"11 Nov 2021","Thursday","12:22:19","Muscat",29.16,28.86,29.16,29.16,1013,41,3.63,"Clear","clear sky"
"11 Nov 2021","Thursday","12:48:05","Muscat",29.16,28.95,29.16,29.16,1012,42,4.55,"Clear","clear sky"
"11 Nov 2021","Thursday","13:18:04","Muscat",29.16,28.95,29.16,29.16,1012,42,4.55,"Clear","clear sky"
"11 Nov 2021","Thursday","13:48:08","Muscat",29.16,29.15,29.16,29.16,1012,44,4.78,"Clear","clear sky"
"11 Nov 2021","Thursday","14:18:04","Muscat",29.16,29.15,29.16,29.16,1012,44,4.78,"Clear","clear sky"
"11 Nov 2021","Thursday","14:48:05","Muscat",29.16,29.36,29.16,29.16,1012,46,4.38,"Clear","clear sky"
"11 Nov 2021","Thursday","15:18:06","Muscat",29.16,29.36,29.16,29.16,1012,46,4.38,"Clear","clear sky"
"11 Nov 2021","Thursday","15:48:08","Muscat",29.16,29.7,29.16,29.16,1013,49,3.72,"Clear","clear sky"
"11 Nov 2021","Thursday","16:18:03","Muscat",28.16,28.52,28.16,28.16,1013,49,3.72,"Clear","clear sky"
"11 Nov 2021","Thursday","16:48:04","Muscat",28.16,28.7,28.16,28.16,1014,51,2.69,"Clear","clear sky"
"11 Nov 2021","Thursday","17:18:03","Muscat",28.16,28.7,28.16,28.16,1014,51,2.69,"Clear","clear sky"
"11 Nov 2021","Thursday","17:48:05","Muscat",28.16,28.79,28.16,28.16,1014,52,2.19,"Clear","clear sky"
"11 Nov 2021","Thursday","18:18:04","Muscat",27.16,27.7,27.16,27.16,1014,52,2.19,"Clear","clear sky"
"11 Nov 2021","Thursday","18:48:07","Muscat",27.16,27.76,27.16,27.16,1015,53,2.21,"Clear","clear sky"
"11 Nov 2021","Thursday","19:18:07","Muscat",27.16,27.76,27.16,27.16,1015,53,2.21,"Clear","clear sky"
"11 Nov 2021","Thursday","19:48:06","Muscat",27.16,27.76,27.16,27.16,1015,53,2.16,"Clear","clear sky"
"11 Nov 2021","Thursday","20:18:04","Muscat",26.16,26.16,26.16,26.16,1015,53,2.16,"Clear","clear sky"
"11 Nov 2021","Thursday","20:48:03","Muscat",26.16,26.16,26.16,26.16,1015,53,2.38,"Clear","clear sky"
"11 Nov 2021","Thursday","21:18:04","Muscat",26.16,26.16,26.16,26.16,1015,53,2.38,"Clear","clear sky"
"11 Nov 2021","Thursday","21:48:04","Muscat",26.16,26.16,26.16,26.16,1015,53,1.94,"Clear","clear sky"
"11 Nov 2021","Thursday","22:18:03","Muscat",26.16,26.16,26.16,26.16,1015,53,1.94,"Clear","clear sky"
"11 Nov 2021","Thursday","22:48:03","Muscat",26.16,26.16,26.16,26.16,1014,51,1.23,"Clear","clear sky"
"11 Nov 2021","Thursday","23:18:04","Muscat",25.16,25.05,25.16,25.16,1014,51,1.23,"Clear","clear sky"
"11 Nov 2021","Thursday","23:48:03","Muscat",25.16,25.02,25.16,25.16,1014,50,1.2,"Clear","clear sky"
"12 Nov 2021","Friday","00:18:04","Muscat",24.16,23.92,24.16,24.16,1014,50,1.2,"Clear","clear sky"
"12 Nov 2021","Friday","00:48:05","Muscat",24.16,23.9,24.16,24.16,1014,49,1.62,"Clear","clear sky"
"12 Nov 2021","Friday","01:18:04","Muscat",23.16,22.8,23.16,23.16,1014,49,1.62,"Clear","clear sky"
"12 Nov 2021","Friday","01:48:03","Muscat",23.16,22.8,23.16,23.16,1014,49,1.7,"Clear","clear sky"
"12 Nov 2021","Friday","02:18:03","Muscat",23.16,22.8,23.16,23.16,1014,49,1.7,"Clear","clear sky"
"12 Nov 2021","Friday","02:48:04","Muscat",23.16,22.8,23.16,23.16,1014,49,1.6,"Clear","clear sky"
"12 Nov 2021","Friday","03:18:04","Muscat",24.16,23.9,24.16,24.16,1014,49,1.6,"Clear","clear sky"
"12 Nov 2021","Friday","03:48:03","Muscat",24.16,23.92,24.16,24.16,1015,50,1.52,"Clear","clear sky"
"12 Nov 2021","Friday","04:18:03","Muscat",22.16,21.72,22.16,22.16,1015,50,1.52,"Clear","clear sky"
"12 Nov 2021","Friday","04:48:03","Muscat",22.16,21.77,22.16,22.16,1015,52,1.81,"Clear","clear sky"
"12 Nov 2021","Friday","05:21:27","Muscat",22.16,21.77,22.16,22.16,1015,52,1.81,"Clear","clear sky"
"12 Nov 2021","Friday","05:35:46","Muscat",22.16,21.75,22.16,22.16,1016,51,1.65,"Clear","clear sky"
"12 Nov 2021","Friday","05:37:05","Muscat",22.16,21.75,22.16,22.16,1016,51,1.65,"Clear","clear sky"
"12 Nov 2021","Friday","06:07:05","Muscat",23.16,22.85,23.16,23.16,1016,51,1.65,"Clear","clear sky"
"12 Nov 2021","Friday","06:39:37","Muscat",23.16,22.77,23.16,23.16,1017,48,1.17,"Clear","clear sky"
"12 Nov 2021","Friday","06:52:04","Muscat",26.15,26.15,26.15,26.15,1017,48,1.17,"Clear","clear sky"
"12 Nov 2021","Friday","07:22:05","Muscat",26.15,26.15,26.15,26.15,1017,48,1.17,"Clear","clear sky"
"12 Nov 2021","Friday","07:52:04","Muscat",26.73,26.73,26.73,26.73,1017,46,1.27,"Clear","clear sky"
"12 Nov 2021","Friday","08:22:05","Muscat",27.16,27.34,27.16,27.16,1017,46,1.27,"Clear","clear sky"
"12 Nov 2021","Friday","08:52:04","Muscat",27.16,27.23,27.16,27.16,1017,44,1.73,"Clear","clear sky"
"12 Nov 2021","Friday","09:22:13","Muscat",28.16,28.19,28.16,28.16,1017,45,1.67,"Clear","clear sky"
"12 Nov 2021","Friday","09:52:10","Muscat",28.16,28.11,28.16,28.16,1017,44,2.07,"Clear","clear sky"
"12 Nov 2021","Friday","10:22:06","Muscat",28.16,28.11,28.16,28.16,1017,44,2.07,"Clear","clear sky"
"12 Nov 2021","Friday","10:52:05","Muscat",28.16,28.04,28.16,28.16,1016,43,2.65,"Clear","clear sky"
"12 Nov 2021","Friday","11:22:04","Muscat",29.16,29.05,29.16,29.16,1016,43,2.65,"Clear","clear sky"
"12 Nov 2021","Friday","13:36:32","Muscat",28.16,27.76,28.16,28.16,1014,39,2.9,"Clear","clear sky"
"12 Nov 2021","Friday","13:38:03","Muscat",28.16,27.76,28.16,28.16,1014,39,2.9,"Clear","clear sky"
"12 Nov 2021","Friday","16:41:20","Muscat",29.16,29.25,29.16,29.16,1015,45,1.87,"Clear","clear sky"
"12 Nov 2021","Friday","17:11:13","Muscat",28.16,28.19,28.16,28.16,1015,45,1.87,"Clear","clear sky"
"12 Nov 2021","Friday","17:41:09","Muscat",28.16,28.61,28.16,28.16,1016,50,1.64,"Clear","clear sky"
"12 Nov 2021","Friday","18:11:08","Muscat",28.16,28.61,28.16,28.16,1016,50,1.64,"Clear","clear sky"
"12 Nov 2021","Friday","20:06:29","Muscat",26.16,26.16,26.16,26.16,1016,51,0.47,"Clear","clear sky"
"12 Nov 2021","Friday","20:08:05","Muscat",26.16,26.16,26.16,26.16,1016,51,0.47,"Clear","clear sky"
"12 Nov 2021","Friday","20:38:04","Muscat",26.16,26.16,26.16,26.16,1016,50,0.7,"Clear","clear sky"
"12 Nov 2021","Friday","21:04:05","Muscat",25.29,25.17,25.29,25.29,1016,50,0.84,"Clear","clear sky"
"12 Nov 2021","Friday","21:19:05","Muscat",25.16,25.02,25.16,25.16,1016,50,0.7,"Clear","clear sky"
"12 Nov 2021","Friday","21:34:04","Muscat",25.16,25.02,25.16,25.16,1016,50,1.52,"Clear","clear sky"
"12 Nov 2021","Friday","21:49:04","Muscat",25.16,25.02,25.16,25.16,1016,50,1.52,"Clear","clear sky"
"12 Nov 2021","Friday","22:04:05","Muscat",24.16,23.92,24.16,24.16,1016,50,1.52,"Clear","clear sky"
"12 Nov 2021","Friday","22:19:05","Muscat",24.16,23.92,24.16,24.16,1016,50,1.52,"Clear","clear sky"
"12 Nov 2021","Friday","22:34:04","Muscat",24.16,23.9,24.16,24.16,1016,49,2.35,"Clear","clear sky"
"12 Nov 2021","Friday","22:49:07","Muscat",24.16,23.9,24.16,24.16,1016,49,2.35,"Clear","clear sky"
"12 Nov 2021","Friday","23:04:06","Muscat",24.16,23.9,24.16,24.16,1016,49,2.35,"Clear","clear sky"
"13 Nov 2021","Saturday","05:55:30","Muscat",24.8,24.5,24.8,24.8,1018,45,1.42,"Clear","clear sky"
"13 Nov 2021","Saturday","06:39:04","Muscat",20.16,19.31,20.16,20.16,1018,42,1.04,"Clear","clear sky"
"13 Nov 2021","Saturday","09:17:05","Muscat",27.59,27.24,27.59,27.59,1018,38,0.92,"Clear","clear sky"
"13 Nov 2021","Saturday","16:07:13","Muscat",28.04,27.65,28.04,28.04,1014,39,1.41,"Clear","clear sky"
"13 Nov 2021","Saturday","19:50:04","Muscat",25.16,24.81,25.16,25.16,1015,42,1.39,"Clear","clear sky"
"13 Nov 2021","Saturday","19:55:04","Muscat",26.33,26.33,26.33,26.33,1015,42,1.39,"Clear","clear sky"
"13 Nov 2021","Saturday","20:00:49","Muscat",26.33,26.33,26.33,26.33,1015,42,1.39,"Clear","clear sky"
"13 Nov 2021","Saturday","20:01:06","Muscat",26.33,26.33,26.33,26.33,1015,42,1.39,"Clear","clear sky"
"13 Nov 2021","Saturday","20:16:08","Muscat",24.16,23.71,24.16,24.16,1015,42,1.39,"Clear","clear sky"
"13 Nov 2021","Saturday","20:31:08","Muscat",24.16,23.71,24.16,24.16,1014,42,1.84,"Clear","clear sky"
"13 Nov 2021","Saturday","20:46:07","Muscat",24.16,23.71,24.16,24.16,1014,42,1.84,"Clear","clear sky"
"13 Nov 2021","Saturday","21:01:07","Muscat",26.41,26.41,26.41,26.41,1014,41,1.76,"Clear","clear sky"
"13 Nov 2021","Saturday","21:16:07","Muscat",24.16,23.71,24.16,24.16,1014,42,1.84,"Clear","clear sky"
"13 Nov 2021","Saturday","21:31:07","Muscat",24.16,23.69,24.16,24.16,1014,41,1.76,"Clear","clear sky"
"13 Nov 2021","Saturday","21:46:07","Muscat",24.16,23.66,24.16,24.16,1014,40,1.86,"Clear","clear sky"
"13 Nov 2021","Saturday","22:01:07","Muscat",26.41,26.41,26.41,26.41,1014,40,1.86,"Clear","clear sky"
"13 Nov 2021","Saturday","22:16:08","Muscat",23.16,22.56,23.16,23.16,1014,40,1.86,"Clear","clear sky"
"13 Nov 2021","Saturday","22:31:08","Muscat",23.16,22.56,23.16,23.16,1014,40,1.86,"Clear","clear sky"
"13 Nov 2021","Saturday","22:46:07","Muscat",23.16,22.53,23.16,23.16,1014,39,1.76,"Clear","clear sky"
"13 Nov 2021","Saturday","23:01:07","Muscat",26.5,26.5,26.5,26.5,1014,39,1.76,"Clear","clear sky"
"13 Nov 2021","Saturday","23:16:07","Muscat",26.5,26.5,26.5,26.5,1014,39,1.76,"Clear","clear sky"
"13 Nov 2021","Saturday","23:31:09","Muscat",23.16,22.53,23.16,23.16,1014,39,1.76,"Clear","clear sky"
"13 Nov 2021","Saturday","23:46:07","Muscat",23.16,22.51,23.16,23.16,1014,38,1.62,"Clear","clear sky"
"14 Nov 2021","Sunday","00:01:07","Muscat",26.34,26.34,26.34,26.34,1014,38,1.62,"Clear","clear sky"
"14 Nov 2021","Sunday","00:16:07","Muscat",22.16,21.41,22.16,22.16,1014,38,1.62,"Clear","clear sky"
"14 Nov 2021","Sunday","00:31:07","Muscat",22.16,21.41,22.16,22.16,1014,38,1.62,"Clear","clear sky"
"14 Nov 2021","Sunday","00:46:07","Muscat",22.16,21.38,22.16,22.16,1013,37,2.08,"Clear","clear sky"
"14 Nov 2021","Sunday","01:01:07","Muscat",26.25,26.25,26.25,26.25,1013,37,2.08,"Clear","clear sky"
"14 Nov 2021","Sunday","01:16:07","Muscat",22.16,21.38,22.16,22.16,1013,37,2.08,"Clear","clear sky"
"14 Nov 2021","Sunday","01:31:08","Muscat",22.16,21.38,22.16,22.16,1013,37,2.08,"Clear","clear sky"
"14 Nov 2021","Sunday","01:46:07","Muscat",22.16,21.43,22.16,22.16,1013,39,2.47,"Clear","clear sky"
"14 Nov 2021","Sunday","02:01:07","Muscat",26.09,25.76,26.09,26.09,1013,39,2.47,"Clear","clear sky"
"14 Nov 2021","Sunday","02:16:07","Muscat",21.16,20.33,21.16,21.16,1013,39,2.47,"Clear","clear sky"
"14 Nov 2021","Sunday","02:31:08","Muscat",21.16,20.33,21.16,21.16,1013,39,2.47,"Clear","clear sky"
"14 Nov 2021","Sunday","02:46:07","Muscat",21.16,20.41,21.16,21.16,1014,42,2.74,"Clear","clear sky"
"14 Nov 2021","Sunday","03:01:07","Muscat",25.78,25.5,25.78,25.78,1014,42,2.74,"Clear","clear sky"
"14 Nov 2021","Sunday","03:16:08","Muscat",22.16,21.51,22.16,22.16,1014,42,2.74,"Clear","clear sky"
"14 Nov 2021","Sunday","03:31:07","Muscat",22.16,21.51,22.16,22.16,1014,42,2.74,"Clear","clear sky"
"14 Nov 2021","Sunday","03:46:07","Muscat",22.16,21.54,22.16,22.16,1014,43,3.3,"Clear","clear sky"
"14 Nov 2021","Sunday","04:01:07","Muscat",25.63,25.36,25.63,25.63,1014,43,3.3,"Clear","clear sky"
"14 Nov 2021","Sunday","04:16:08","Muscat",24.16,23.74,24.16,24.16,1014,43,3.3,"Clear","clear sky"
"14 Nov 2021","Sunday","04:31:08","Muscat",24.16,23.74,24.16,24.16,1014,43,3.3,"Clear","clear sky"
"14 Nov 2021","Sunday","04:46:07","Muscat",24.16,23.77,24.16,24.16,1015,44,3.61,"Clear","clear sky"
"14 Nov 2021","Sunday","05:01:07","Muscat",25.37,25.1,25.37,25.37,1015,44,3.61,"Clear","clear sky"
"14 Nov 2021","Sunday","05:16:07","Muscat",24.16,23.77,24.16,24.16,1015,44,3.61,"Clear","clear sky"
"14 Nov 2021","Sunday","05:31:10","Muscat",24.16,23.79,24.16,24.16,1016,45,3.88,"Clear","clear sky"
"14 Nov 2021","Sunday","05:46:07","Muscat",24.16,23.9,24.16,24.16,1016,49,4.38,"Clear","clear sky"
"14 Nov 2021","Sunday","06:01:07","Muscat",25.9,25.81,25.9,25.9,1016,49,4.38,"Clear","clear sky"
"14 Nov 2021","Sunday","06:16:08","Muscat",25.9,25.81,25.9,25.9,1016,49,4.38,"Clear","clear sky"
"14 Nov 2021","Sunday","11:15:36","Muscat",29.16,30.61,29.16,29.16,1015,56,6.39,"Clear","clear sky"
"14 Nov 2021","Sunday","11:30:41","Muscat",29.16,30.61,29.16,29.16,1015,56,6.39,"Clear","clear sky"
"14 Nov 2021","Sunday","11:45:36","Muscat",29.16,30.34,29.16,29.16,1014,54,6.01,"Clear","clear sky"
"14 Nov 2021","Sunday","12:00:34","Muscat",28.5,29.42,28.5,28.5,1014,54,6.01,"Clear","clear sky"
"14 Nov 2021","Sunday","12:15:34","Muscat",30.16,31.88,30.16,30.16,1014,54,6.01,"Clear","clear sky"
"14 Nov 2021","Sunday","12:30:34","Muscat",30.16,31.88,30.16,30.16,1014,54,6.01,"Clear","clear sky"
"14 Nov 2021","Sunday","12:45:34","Muscat",30.16,31.54,30.16,30.16,1014,52,5.93,"Clear","clear sky"
"14 Nov 2021","Sunday","13:00:34","Muscat",28.5,29.21,28.5,28.5,1014,52,5.93,"Clear","clear sky"
"14 Nov 2021","Sunday","13:15:34","Muscat",29.16,30.07,29.16,29.16,1014,52,5.93,"Clear","clear sky"
"14 Nov 2021","Sunday","13:30:39","Muscat",29.16,30.07,29.16,29.16,1014,52,5.93,"Clear","clear sky"
"14 Nov 2021","Sunday","13:45:34","Muscat",29.16,29.82,29.16,29.16,1013,50,5.74,"Clear","clear sky"
"14 Nov 2021","Sunday","14:00:35","Muscat",28.25,28.71,28.25,28.25,1013,50,5.74,"Clear","clear sky"
"14 Nov 2021","Sunday","14:15:36","Muscat",28.25,28.71,28.25,28.25,1013,50,5.74,"Clear","clear sky"
"14 Nov 2021","Sunday","14:30:42","Muscat",29.16,29.82,29.16,29.16,1013,50,5.74,"Clear","clear sky"
"14 Nov 2021","Sunday","14:45:40","Muscat",29.16,29.7,29.16,29.16,1014,49,4.85,"Clear","clear sky"
"14 Nov 2021","Sunday","15:00:36","Muscat",27.76,28.1,27.76,27.76,1014,49,4.85,"Clear","clear sky"
"14 Nov 2021","Sunday","15:15:36","Muscat",29.16,29.7,29.16,29.16,1014,49,4.85,"Clear","clear sky"
"14 Nov 2021","Sunday","15:30:38","Muscat",29.16,29.7,29.16,29.16,1014,49,4.85,"Clear","clear sky"
"14 Nov 2021","Sunday","15:45:35","Muscat",29.16,29.7,29.16,29.16,1014,49,3.68,"Clear","clear sky"
"14 Nov 2021","Sunday","16:00:36","Muscat",27.17,27.53,27.17,27.17,1014,49,3.68,"Clear","clear sky"
"14 Nov 2021","Sunday","16:15:39","Muscat",28.16,28.52,28.16,28.16,1014,49,3.68,"Clear","clear sky"
"14 Nov 2021","Sunday","16:30:35","Muscat",28.16,28.52,28.16,28.16,1014,49,3.68,"Clear","clear sky"
"14 Nov 2021","Sunday","16:45:36","Muscat",28.16,28.7,28.16,28.16,1014,51,2.85,"Clear","clear sky"
"14 Nov 2021","Sunday","17:00:46","Muscat",26.47,26.47,26.47,26.47,1014,51,2.85,"Clear","clear sky"
"14 Nov 2021","Sunday","17:15:35","Muscat",28.16,28.7,28.16,28.16,1014,51,2.85,"Clear","clear sky"
"14 Nov 2021","Sunday","17:30:38","Muscat",28.16,28.7,28.16,28.16,1014,51,2.85,"Clear","clear sky"
"14 Nov 2021","Sunday","17:45:35","Muscat",28.16,28.79,28.16,28.16,1015,52,2.88,"Clear","clear sky"
"14 Nov 2021","Sunday","18:00:34","Muscat",26.13,26.13,26.13,26.13,1015,52,2.88,"Clear","clear sky"
"14 Nov 2021","Sunday","18:15:35","Muscat",27.16,27.7,27.16,27.16,1015,52,2.88,"Clear","clear sky"
"14 Nov 2021","Sunday","18:30:37","Muscat",27.16,27.7,27.16,27.16,1015,52,2.88,"Clear","clear sky"
"14 Nov 2021","Sunday","18:45:34","Muscat",27.16,27.76,27.16,27.16,1015,53,2.96,"Clear","clear sky"
"14 Nov 2021","Sunday","19:00:36","Muscat",26.03,26.06,26.03,26.03,1015,53,2.96,"Clear","clear sky"
"14 Nov 2021","Sunday","19:15:50","Muscat",26.16,26.16,26.16,26.16,1015,53,2.96,"Clear","clear sky"
"14 Nov 2021","Sunday","19:30:36","Muscat",26.16,26.16,26.16,26.16,1015,53,2.57,"Clear","clear sky"
"14 Nov 2021","Sunday","19:45:34","Muscat",26.16,26.16,26.16,26.16,1015,53,2.57,"Clear","clear sky"
"14 Nov 2021","Sunday","20:00:35","Muscat",25.89,25.9,25.89,25.89,1015,53,2.57,"Clear","clear sky"
"14 Nov 2021","Sunday","20:15:37","Muscat",25.16,25.1,25.16,25.16,1015,53,2.57,"Clear","clear sky"
"14 Nov 2021","Sunday","20:30:40","Muscat",25.16,25.1,25.16,25.16,1015,53,2.57,"Clear","clear sky"
"14 Nov 2021","Sunday","20:45:34","Muscat",25.16,25.1,25.16,25.16,1015,53,2.84,"Clear","clear sky"
"14 Nov 2021","Sunday","21:00:36","Muscat",25.65,25.64,25.65,25.65,1015,53,2.84,"Clear","clear sky"
"14 Nov 2021","Sunday","21:15:35","Muscat",25.16,25.1,25.16,25.16,1015,53,2.84,"Clear","clear sky"
"14 Nov 2021","Sunday","21:30:36","Muscat",25.16,25.1,25.16,25.16,1015,53,2.84,"Clear","clear sky"
"14 Nov 2021","Sunday","21:45:35","Muscat",25.16,25.15,25.16,25.16,1014,55,3.59,"Clear","clear sky"
"14 Nov 2021","Sunday","22:00:34","Muscat",25.65,25.69,25.65,25.65,1014,55,3.59,"Clear","clear sky"
"14 Nov 2021","Sunday","22:15:36","Muscat",24.16,24.05,24.16,24.16,1014,55,3.59,"Clear","clear sky"
"14 Nov 2021","Sunday","22:30:34","Muscat",24.16,24.05,24.16,24.16,1014,55,3.72,"Clear","clear sky"
"14 Nov 2021","Sunday","22:45:34","Muscat",24.16,24.05,24.16,24.16,1014,55,3.72,"Clear","clear sky"
"14 Nov 2021","Sunday","23:00:35","Muscat",25.48,25.5,25.48,25.48,1014,55,3.72,"Clear","clear sky"
"14 Nov 2021","Sunday","23:15:36","Muscat",23.16,22.95,23.16,23.16,1014,55,3.72,"Clear","clear sky"
"14 Nov 2021","Sunday","23:30:36","Muscat",23.16,22.95,23.16,23.16,1014,55,3.72,"Clear","clear sky"
"14 Nov 2021","Sunday","23:45:34","Muscat",23.16,22.98,23.16,23.16,1014,56,3.73,"Clear","clear sky"
"15 Nov 2021","Monday","00:00:34","Muscat",25.29,25.32,25.29,25.29,1014,56,3.73,"Clear","clear sky"
"15 Nov 2021","Monday","00:15:36","Muscat",23.16,22.98,23.16,23.16,1014,56,3.73,"Clear","clear sky"
"15 Nov 2021","Monday","00:30:37","Muscat",23.16,23,23.16,23.16,1014,57,3.64,"Clear","clear sky"
"15 Nov 2021","Monday","00:45:34","Muscat",23.16,23,23.16,23.16,1014,57,3.64,"Clear","clear sky"
"15 Nov 2021","Monday","01:00:35","Muscat",25.08,25.12,25.08,25.08,1014,57,3.64,"Clear","clear sky"
"15 Nov 2021","Monday","01:15:34","Muscat",22.16,21.9,22.16,22.16,1014,57,3.64,"Clear","clear sky"
"15 Nov 2021","Monday","01:30:36","Muscat",22.16,21.88,22.16,22.16,1014,56,3.34,"Clear","clear sky"
"15 Nov 2021","Monday","01:45:34","Muscat",22.16,21.88,22.16,22.16,1014,56,3.34,"Clear","clear sky"
"15 Nov 2021","Monday","02:00:34","Muscat",24.91,24.9,24.91,24.91,1014,56,3.34,"Clear","clear sky"
"15 Nov 2021","Monday","02:15:34","Muscat",22.16,21.88,22.16,22.16,1014,56,3.34,"Clear","clear sky"
