symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.9,194.2,2.94,7474621,14766.86,23-11-2021 12:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,451.85,442.15,2.19,5383127,24065.81,23-11-2021 12:10
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4779.95,4679.15,2.15,299346,14216.57,23-11-2021 12:10
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,729,715,1.96,1677755,12143.26,23-11-2021 12:10
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,484.4,495.7,477,495,486.1,1.83,16693876,81825.03,23-11-2021 12:10
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,755.75,735.7,754.6,742.1,1.68,8970968,66801.42,23-11-2021 12:10
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,16880,17374,16757.25,17356.3,17073.75,1.65,153103,26268.86,23-11-2021 12:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684.1,657,4.12,6114585,41595.69,23-11-2021 12:15
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.55,150.55,3.32,7872831,12065.9,23-11-2021 12:15
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.85,194.2,2.91,7616671,15050.54,23-11-2021 12:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1198.8,1165.05,2.9,5997405,71688.78,23-11-2021 12:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,451.4,442.15,2.09,5461525,24419.57,23-11-2021 12:15
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4772.65,4679.15,2,302778,14380.5,23-11-2021 12:15
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,727.3,715,1.72,1702821,12325.87,23-11-2021 12:15
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,753.8,742.1,1.58,9354190,69694.33,23-11-2021 12:15
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3643,3574,3634.05,3581.6,1.46,162454,5877.68,23-11-2021 12:15
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,484.4,495.7,477,493.2,486.1,1.46,17026560,83469.31,23-11-2021 12:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684.45,657,4.18,6170811,41980.03,23-11-2021 12:20
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.7,150.55,3.42,7983685,12238.19,23-11-2021 12:20
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,200.05,194.2,3.01,7734346,15286.16,23-11-2021 12:20
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1198.25,1165.05,2.85,6050450,72324.05,23-11-2021 12:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,451.95,442.15,2.22,5539101,24769.75,23-11-2021 12:20
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4778.5,4679.15,2.12,305101,14491.44,23-11-2021 12:20
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.75,715,1.64,1717945,12435.69,23-11-2021 12:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,484.4,495.7,477,493.5,486.1,1.52,17145255,84054.61,23-11-2021 12:20
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3643,3574,3633,3581.6,1.44,163582,5918.64,23-11-2021 12:20
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,752.5,742.1,1.4,9468835,70557.97,23-11-2021 12:20
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683.6,657,4.05,6248899,42514.38,23-11-2021 12:25
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.5,150.55,3.29,8200720,12576.62,23-11-2021 12:25
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.8,194.2,2.88,7841052,15499.41,23-11-2021 12:25
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1194.5,1165.05,2.53,6159742,73631.71,23-11-2021 12:25
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4773.65,4679.15,2.02,307524,14607.17,23-11-2021 12:25
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.55,442.15,1.9,5586158,24982.42,23-11-2021 12:25
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,725.7,715,1.5,1755972,12711.83,23-11-2021 12:25
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3643,3574,3632.3,3581.6,1.42,164955,5968.52,23-11-2021 12:25
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,16880,17374,16757.25,17289.85,17073.75,1.27,162589,27911.39,23-11-2021 12:25
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,891.7,907,890,906,895.4,1.18,807630,7263.34,23-11-2021 12:25
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684.95,657,4.25,6357600,43257.75,23-11-2021 12:30
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.15,150.55,3.06,8365843,12832.37,23-11-2021 12:30
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.95,194.2,2.96,7967694,15752.93,23-11-2021 12:30
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1194.45,1165.05,2.52,6256021,74781.97,23-11-2021 12:30
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4777.5,4679.15,2.1,312705,14854.14,23-11-2021 12:30
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.2,442.15,1.82,5721210,25590.4,23-11-2021 12:30
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3643,3574,3637,3581.6,1.55,166049,6008.25,23-11-2021 12:30
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,725.85,715,1.52,1769297,12808.47,23-11-2021 12:30
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,770,782.95,761.55,781.75,770.75,1.43,1383686,10705.58,23-11-2021 12:30
CIPLA,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 5 Per Share,891.7,907.65,890,907.15,895.4,1.31,823942,7411.19,23-11-2021 12:30
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684.2,657,4.14,6467189,44007.93,23-11-2021 12:35
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.4,150.55,3.22,8508630,13053.94,23-11-2021 12:35
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.9,194.2,2.94,8612207,17041.84,23-11-2021 12:35
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1194.5,1165.05,2.53,6396311,76457.02,23-11-2021 12:35
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4775,4679.15,2.05,315309,14978.47,23-11-2021 12:35
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.35,442.15,1.85,5932757,26543.15,23-11-2021 12:35
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3643,3574,3639.45,3581.6,1.62,169180,6122.2,23-11-2021 12:35
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.05,715,1.55,1783876,12914.19,23-11-2021 12:35
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,752.3,742.1,1.37,10081386,75158.75,23-11-2021 12:35
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,484.4,495.7,477,492.7,486.1,1.36,17921855,87874.44,23-11-2021 12:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684,657,4.11,6495456,44201.58,23-11-2021 12:40
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.55,150.55,3.32,8559695,13134,23-11-2021 12:40
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.75,194.2,2.86,8667747,17152.6,23-11-2021 12:40
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1194.2,1165.05,2.5,6427301,76826.81,23-11-2021 12:40
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4772.55,4679.15,2,317372,15076.98,23-11-2021 12:40
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.35,442.15,1.85,5998950,26841.1,23-11-2021 12:40
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3643,3574,3638.1,3581.6,1.58,171031,6189.58,23-11-2021 12:40
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,725.75,715,1.5,1787260,12938.87,23-11-2021 12:40
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,770,782.95,761.55,781.8,770.75,1.43,1490516,11539.87,23-11-2021 12:40
BAJAJFINSV,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 3 Per Share,16880,17374,16757.25,17309.8,17073.75,1.38,166756,28631.79,23-11-2021 12:40
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683.35,657,4.01,6583008,44799.34,23-11-2021 12:45
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.45,150.55,3.25,8639951,13258.87,23-11-2021 12:45
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.2,193.15,199.85,194.2,2.91,8868090,17552.61,23-11-2021 12:45
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1191.25,1165.05,2.25,6523789,77977.55,23-11-2021 12:45
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4769.5,4679.15,1.93,319705,15188.26,23-11-2021 12:45
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,727.35,715,1.73,1806585,13079.31,23-11-2021 12:45
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,770,785.1,761.55,784,770.75,1.72,1540802,11934.13,23-11-2021 12:45
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3639.95,3581.6,1.63,173546,6281.13,23-11-2021 12:45
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,449.25,442.15,1.61,6146860,27505.97,23-11-2021 12:45
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,752,742.1,1.33,10514661,78420.44,23-11-2021 12:45
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683,657,3.96,6616453,45028.27,23-11-2021 12:50
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.6,150.55,3.35,8735293,13406.93,23-11-2021 12:50
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,200.75,193.15,200.6,194.2,3.3,9239612,18297.2,23-11-2021 12:50
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1190.7,1165.05,2.2,6599519,78878.77,23-11-2021 12:50
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4766.8,4679.15,1.87,321459,15271.87,23-11-2021 12:50
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.9,715,1.66,1818668,13167.16,23-11-2021 12:50
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,449.45,442.15,1.65,6356817,28448.03,23-11-2021 12:50
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3635,3581.6,1.49,175237,6342.65,23-11-2021 12:50
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,770,785.1,761.55,781.9,770.75,1.45,1589143,12312.36,23-11-2021 12:50
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,752.2,742.1,1.36,10835054,80833.84,23-11-2021 12:50
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684.75,657,4.22,6658417,45315.19,23-11-2021 12:55
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.2,193.15,200.8,194.2,3.4,9537391,18895.48,23-11-2021 12:55
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.65,150.55,3.39,8783720,13482.13,23-11-2021 12:55
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1193.95,1165.05,2.48,6660436,79606.2,23-11-2021 12:55
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4774,4679.15,2.03,322880,15339.64,23-11-2021 12:55
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.65,442.15,1.92,6465395,28937.17,23-11-2021 12:55
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,754.95,742.1,1.73,11062917,82551.49,23-11-2021 12:55
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.8,715,1.65,1825972,13220.22,23-11-2021 12:55
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3634.6,3581.6,1.48,175988,6369.94,23-11-2021 12:55
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,770,785.1,761.55,781.75,770.75,1.43,1635586,12675.46,23-11-2021 12:55
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683.3,657,4,6697143,45580.09,23-11-2021 13:00
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,201.05,194.2,3.53,9836819,19497.56,23-11-2021 13:00
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.6,150.55,3.35,8835787,13562.93,23-11-2021 13:00
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1192.15,1165.05,2.33,6705250,80140.48,23-11-2021 13:00
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,451.05,442.15,2.01,6589847,29498.13,23-11-2021 13:00
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4770.1,4679.15,1.94,326309,15503.3,23-11-2021 13:00
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,756.75,735.7,754.5,742.1,1.67,11267018,84091.39,23-11-2021 13:00
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.8,715,1.65,1837418,13303.46,23-11-2021 13:00
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3637.1,3581.6,1.55,178195,6450.21,23-11-2021 13:00
NTPC,EQ,20-09-2021,Annual General Meeting,130.05,132.9,128.15,132.05,130.15,1.46,7486585,9815.66,23-11-2021 13:00
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683.8,657,4.08,6807753,46335.61,23-11-2021 13:05
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,200.5,194.2,3.24,10056584,19939.19,23-11-2021 13:05
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.3,150.55,3.16,8906542,13673.32,23-11-2021 13:05
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1191.85,1165.05,2.3,6763596,80835.79,23-11-2021 13:05
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4778,4679.15,2.11,329003,15631.89,23-11-2021 13:05
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.55,442.15,1.9,6647685,29759.03,23-11-2021 13:05
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,757.55,735.7,755.75,742.1,1.84,11587778,86516.67,23-11-2021 13:05
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2536,2588.5,2505.7,2588.5,2548.05,1.59,369360,9416.17,23-11-2021 13:05
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.3,715,1.58,1849636,13392.29,23-11-2021 13:05
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3637.3,3581.6,1.56,180092,6519.19,23-11-2021 13:05
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683.7,657,4.06,6823336,46442.35,23-11-2021 13:10
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,200.65,194.2,3.32,10106708,20039.58,23-11-2021 13:10
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.35,150.55,3.19,8965983,13765.47,23-11-2021 13:10
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1190.25,1165.05,2.16,6864178,82032.42,23-11-2021 13:10
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4777.85,4679.15,2.11,332603,15803.76,23-11-2021 13:10
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,758,735.7,757.4,742.1,2.06,11762472,87839.79,23-11-2021 13:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.15,442.15,1.81,6686451,29933.24,23-11-2021 13:10
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.5,715,1.61,1857851,13451.77,23-11-2021 13:10
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2536,2592,2505.7,2588.25,2548.05,1.58,377414,9624.62,23-11-2021 13:10
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3636.45,3581.6,1.53,180923,6549.41,23-11-2021 13:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,681.8,657,3.77,6918622,47092.29,23-11-2021 13:15
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,200.55,194.2,3.27,10263993,20354.52,23-11-2021 13:15
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.4,150.55,3.22,9045827,13889.87,23-11-2021 13:15
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,759.35,735.7,757.3,742.1,2.05,12269190,91681.52,23-11-2021 13:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1188.8,1165.05,2.04,6999751,83643.52,23-11-2021 13:15
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4768,4679.15,1.9,337060,16016.42,23-11-2021 13:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,449.85,442.15,1.74,6738568,30167.9,23-11-2021 13:15
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,727.1,715,1.69,1878909,13604.8,23-11-2021 13:15
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2536,2592,2505.7,2588.05,2548.05,1.57,384259,9801.83,23-11-2021 13:15
BRITANNIA,EQ,30-08-2021,Annual General Meeting,3577.8,3644.95,3574,3632.95,3581.6,1.43,182128,6593.2,23-11-2021 13:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,682.45,657,3.87,6983802,47536.65,23-11-2021 13:20
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,200.65,194.2,3.32,10296415,20419.85,23-11-2021 13:20
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.55,150.55,3.32,9098832,13972.17,23-11-2021 13:20
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1190.95,1165.05,2.22,7055984,84311.95,23-11-2021 13:20
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4776.35,4679.15,2.08,339787,16146.64,23-11-2021 13:20
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,759.35,735.7,756.45,742.1,1.93,12465016,93162.28,23-11-2021 13:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,449.85,442.15,1.74,6773846,30326.51,23-11-2021 13:20
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2536,2594.45,2505.7,2589.9,2548.05,1.64,397001,10131.9,23-11-2021 13:20
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.75,715,1.64,1896046,13729.27,23-11-2021 13:20
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,484.4,495.7,477,493.65,486.1,1.55,18948491,92936.66,23-11-2021 13:20
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,683.3,657,4,7014882,47748.9,23-11-2021 13:25
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,200.7,194.2,3.35,10456094,20739.66,23-11-2021 13:25
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.6,150.55,3.35,9188076,14111.05,23-11-2021 13:25
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1193.4,1165.05,2.43,7142168,85339.62,23-11-2021 13:25
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4779.25,4679.15,2.14,343856,16340.97,23-11-2021 13:25
EICHERMOT,EQ,09-08-2021,Annual General Meeting/Dividend - Rs 17 Per Share,2536,2594.45,2505.7,2593.6,2548.05,1.79,404026,10313.94,23-11-2021 13:25
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,450.05,442.15,1.79,6830801,30582.86,23-11-2021 13:25
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,759.35,735.7,754.55,742.1,1.68,12711452,95023.19,23-11-2021 13:25
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,484.4,495.7,477,494.15,486.1,1.66,19183196,94095.49,23-11-2021 13:25
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,726.7,715,1.64,1932608,13994.98,23-11-2021 13:25
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,684.5,657,4.19,7049815,47987.39,23-11-2021 13:30
POWERGRID,EQ,08-09-2021,Annual General Meeting/Dividend - Rs 3 Per Share,193.25,201.35,193.15,201,194.2,3.5,10529936,20888.23,23-11-2021 13:30
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,150,156.3,150,155.65,150.55,3.39,9232724,14180.54,23-11-2021 13:30
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1168.05,1209,1165.15,1194.6,1165.05,2.54,7211704,86170.49,23-11-2021 13:30
DIVISLAB,EQ,17-08-2021,Dividend - Rs 20 Per Share,4679.15,4825,4635,4778.9,4679.15,2.13,346880,16485.51,23-11-2021 13:30
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,439.25,453.4,437.05,451.05,442.15,2.01,6912961,30952.78,23-11-2021 13:30
ADANIPORTS,EQ,24-06-2021,Dividend - Rs 5 Per Sh,714,731,705.2,728.95,715,1.95,1963401,14219.15,23-11-2021 13:30
BHARTIARTL,EQ,27-09-2021,Rights 1:14 @ Premium Rs 530/-,745,759.35,735.7,756.5,742.1,1.94,12877308,96277.19,23-11-2021 13:30
SUNPHARMA,EQ,23-08-2021,Annual General Meeting/Dividend - Rs 2 Per Share,770,785.3,761.55,785,770.75,1.85,1783218,13829.93,23-11-2021 13:30
NTPC,EQ,20-09-2021,Annual General Meeting,130.05,132.9,128.15,132.55,130.15,1.84,7873482,10326.86,23-11-2021 13:30
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,657.1,689.7,657.1,685.6,657,4.35,7113746,48425.4,23-11-2021 13:35
